코드,날짜,종가
OIL_CL,2018-04-30 00:00:00,68.57
OIL_CL,2018-04-27 00:00:00,68.1
OIL_CL,2018-04-26 00:00:00,68.19
OIL_CL,2018-04-25 00:00:00,68.05
OIL_CL,2018-04-24 00:00:00,67.7
OIL_CL,2018-04-23 00:00:00,68.64
OIL_CL,2018-04-20 00:00:00,68.38
OIL_CL,2018-04-19 00:00:00,68.29
OIL_CL,2018-04-18 00:00:00,68.47
OIL_CL,2018-04-17 00:00:00,66.52
OIL_CL,2018-04-16 00:00:00,66.22
OIL_CL,2018-04-13 00:00:00,67.39
OIL_CL,2018-04-12 00:00:00,67.07
OIL_CL,2018-04-11 00:00:00,66.82
OIL_CL,2018-04-10 00:00:00,65.51
OIL_CL,2018-04-09 00:00:00,63.42
OIL_CL,2018-04-06 00:00:00,62.06
OIL_CL,2018-04-05 00:00:00,63.54
OIL_CL,2018-04-04 00:00:00,63.37
OIL_CL,2018-04-03 00:00:00,63.51
OIL_CL,2018-04-02 00:00:00,63.01
OIL_CL,2018-03-29 00:00:00,64.94
OIL_CL,2018-03-28 00:00:00,64.38
OIL_CL,2018-03-27 00:00:00,65.25
OIL_CL,2018-03-26 00:00:00,65.55
OIL_CL,2018-03-23 00:00:00,65.88
OIL_CL,2018-03-22 00:00:00,64.3
OIL_CL,2018-03-21 00:00:00,65.17
OIL_CL,2018-03-20 00:00:00,63.54
OIL_CL,2018-03-19 00:00:00,62.06
OIL_CL,2018-03-16 00:00:00,62.34
OIL_CL,2018-03-15 00:00:00,61.19
OIL_CL,2018-03-14 00:00:00,60.96
OIL_CL,2018-03-13 00:00:00,60.71
OIL_CL,2018-03-12 00:00:00,61.36
OIL_CL,2018-03-09 00:00:00,62.04
OIL_CL,2018-03-08 00:00:00,60.12
OIL_CL,2018-03-07 00:00:00,61.15
OIL_CL,2018-03-06 00:00:00,62.6
OIL_CL,2018-03-05 00:00:00,62.57
OIL_CL,2018-03-02 00:00:00,61.25
OIL_CL,2018-03-01 00:00:00,60.99
